date,n1,n2,n3,n4,n5,n6
2021-08-02,3,19,22,27,35,54
2021-08-04,6,19,22,27,30,49
2021-08-07,9,14,24,31,44,46
2021-08-09,2,6,24,27,39,42
2021-08-11,6,15,28,36,39,40
2021-08-14,11,13,32,35,45,51
2021-08-16,3,6,23,28,30,32
2021-08-18,5,22,23,26,42,50
2021-08-21,2,10,19,41,43,48
2021-08-23,5,8,17,30,43,53
2021-08-25,11,14,34,35,54,55
2021-08-28,25,29,33,40,46,47
2021-08-30,3,5,7,13,25,28
2021-09-01,5,20,33,39,47,54
2021-09-04,6,12,19,44,49,55
2021-09-06,6,21,32,37,43,48
2021-09-08,2,14,18,21,47,48
2021-09-11,3,7,8,10,23,43
2021-09-13,1,2,5,17,32,38
2021-09-15,7,13,21,25,28,31
2021-09-18,4,24,40,44,54,55
2021-09-20,5,11,25,28,48,51
2021-09-22,1,3,10,18,37,41
2021-09-25,1,8,15,18,21,32
2021-09-27,5,14,22,40,46,51
2021-09-29,9,10,31,38,42,43
2021-10-02,10,12,24,35,42,55
2021-10-04,3,16,26,29,38,55
2021-10-06,8,10,28,33,39,55
2021-10-09,7,16,31,33,42,49
2021-10-11,8,9,10,16,40,55
2021-10-13,6,10,31,43,53,55
2021-10-16,21,24,33,38,52,54
2021-10-18,1,2,10,15,18,21
2021-10-20,9,18,21,22,23,39
2021-10-23,6,8,13,27,43,45
2021-10-25,19,21,23,28,38,51
2021-10-27,6,27,31,37,46,52
2021-10-30,2,34,47,50,52,53
2021-11-01,13,18,21,32,36,53
2021-11-03,9,14,28,29,35,51
2021-11-06,10,22,41,42,47,49
2021-11-08,5,8,21,40,45,47
2021-11-10,13,34,40,43,48,55
2021-11-13,3,17,24,35,53,55
2021-11-15,2,8,9,22,35,54
2021-11-17,4,11,21,36,41,47
2021-11-20,3,5,10,14,23,43
2021-11-22,14,23,27,33,43,50
2021-11-24,2,13,37,45,46,49
2021-11-27,16,19,21,25,27,33
2021-11-29,1,12,29,35,41,42
2021-12-01,11,28,35,44,54,55
2021-12-04,10,18,22,24,31,41
2021-12-06,10,36,44,48,51,55
2021-12-08,5,11,20,27,28,41
2021-12-11,2,15,23,27,49,52
2021-12-13,18,31,34,43,52,55
2021-12-15,14,16,29,31,41,52
2021-12-18,7,24,26,37,46,52
2021-12-20,5,8,10,15,24,43
2021-12-22,3,4,33,34,35,40
2021-12-27,4,13,14,26,47,54
2021-12-29,3,10,34,46,48,50
