date,jackpot,winners
2026-01-02,14435567.0,1
2026-01-05,8910000.0,0
2026-01-07,8910000.0,0
2026-01-09,11187537.0,0
2026-01-12,15293132.0,0
2026-01-14,19437030.2,0
2026-01-16,23773759.6,0
2026-01-19,28466081.2,0
2026-01-21,33350760.4,2
2026-01-23,8910000.0,0
2026-01-26,8910000.0,0
2026-01-28,11144094.8,0
2026-01-30,15223148.6,0
2026-02-02,19623493.37,0
2026-02-04,24129169.85,0
2026-02-06,28320023.07,0
2026-02-09,32709413.77,0
2026-02-11,37032365.47,1
2026-02-13,15000000.0,0
2026-02-16,15000000.0,0
2026-02-18,15000000.0,1
2026-02-20,15000000.0,0
2026-02-23,15000000.0,0
2026-02-25,15000000.0,0
2026-02-27,15000000.0,0
2026-03-02,17977214.41,1
2026-03-04,15000000.0,0
2026-03-06,15000000.0,0
2026-03-09,15000000.0,0
2026-03-11,15000000.0,0
2026-03-13,17127699.35,0
2026-03-16,20803484.37,1
2026-03-18,15000000.0,0
2026-03-20,15000000.0,0
2026-03-23,15000000.0,0
2026-03-25,15000000.0,1
2026-03-27,15000000.0,0
2026-03-30,15000000.0,0
2026-04-01,15000000.0,0
2026-04-06,15000000.0,0
2026-04-08,16222728.43,0
2026-04-10,19548917.9,0
2026-04-13,23059737.57,0
2026-04-15,26616490.02,0
2026-04-17,30311222.26,0
2026-04-20,34154880.29,0
2026-04-22,37882594.88,0
2026-04-24,41679165.33,0
2026-04-27,45568562.29,2
2026-04-29,15000000.0,0
2026-05-01,15000000.0,0
2026-05-04,15000000.0,0
2026-05-06,15000000.0,1
2026-05-08,15000000.0,0
2026-05-11,15000000.0,0
2026-05-13,15000000.0,0
2026-05-15,15000000.0,0
2026-05-18,15451056.13,0
2026-05-20,18546872.34,0
2026-05-22,21822707.74,0
2026-05-25,25359201.44,0
2026-05-27,28760977.68,0
2026-05-29,32333006.68,0
2026-06-01,36124029.88,0
2026-06-03,39948344.77,0
2026-06-05,43744766.73,0
2026-06-08,47913154.68,0
2026-06-10,52078362.76,0
2026-06-12,55974482.4,0
2026-06-15,60460246.55,0
2026-06-17,65011179.41,0
2026-06-19,69223289.48,0
2026-06-22,73961863.3,0
2026-06-24,78580468.32,0
2026-06-26,83005546.94,0
2026-06-29,87900272.4,0
2026-07-01,93074075.44,0
2026-07-03,97966977.93,1
2026-07-06,15000000.0,0
2026-07-08,15000000.0,1
2026-07-10,15000000.0,0
2026-07-13,15000000.0,0
2026-07-15,15000000.0,0
2026-07-17,15000000.0,0
2026-07-20,15000000.0,0
2026-07-22,17800795.73,0
2026-07-24,20899725.81,1
2026-07-27,15000000.0,0
2026-07-29,15000000.0,0
2026-07-31,15000000.0,0
2026-08-03,15000000.0,1
2026-08-05,15000000.0,0
2026-08-07,15000000.0,0
2026-08-10,15000000.0,0
2026-08-12,15000000.0,0
2026-08-14,15000000.0,0
2026-08-17,16649127.4,0
2026-08-19,19513135.07,0
2026-08-21,22588873.99,0
2026-08-24,25692398.58,0
2026-08-26,28696002.78,0
2026-08-28,31690805.65,0
