date,n1,n2,n3,n4,n5,n6
2023-01-03,5,10,12,28,39,49
2023-01-05,7,19,32,34,36,49
2023-01-08,7,17,19,37,41,47
2023-01-10,4,8,21,23,40,47
2023-01-12,1,19,22,32,36,46
2023-01-15,4,8,10,22,29,42
2023-01-17,3,18,19,24,33,49
2023-01-19,13,17,19,31,34,47
2023-01-22,2,14,16,24,37,38
2023-01-24,6,13,18,22,32,47
2023-01-26,22,38,39,41,44,45
2023-01-29,5,10,11,34,39,43
2023-01-31,13,19,22,31,44,46
2023-02-02,4,9,30,38,44,47
2023-02-05,12,18,21,32,35,40
2023-02-07,6,28,29,31,32,44
2023-02-09,3,15,24,30,40,43
2023-02-12,12,24,30,32,41,49
2023-02-14,7,23,37,39,42,45
2023-02-16,15,16,39,42,43,48
2023-02-19,4,15,25,35,46,47
2023-02-21,1,2,4,19,40,48
2023-02-23,1,8,9,11,37,42
2023-02-26,1,13,17,32,34,41
2023-02-28,2,17,22,28,29,49
2023-03-02,18,20,21,28,30,35
2023-03-05,8,10,30,31,45,46
2023-03-07,6,11,13,23,42,44
2023-03-09,7,26,30,32,37,38
2023-03-12,4,7,12,29,34,47
2023-03-14,4,15,20,23,37,39
2023-03-16,7,9,27,32,46,47
2023-03-19,1,13,16,20,43,45
2023-03-21,8,12,13,29,34,35
2023-03-23,3,7,9,13,15,17
2023-03-26,5,16,21,30,31,42
2023-03-28,11,17,19,21,31,46
2023-03-30,25,30,32,33,43,47
2023-04-02,11,15,21,22,32,45
2023-04-04,2,10,21,26,38,47
2023-04-11,1,30,36,39,40,47
2023-04-13,10,17,19,47,48,49
2023-04-16,11,21,36,38,43,44
2023-04-18,4,21,34,35,44,48
2023-04-20,6,7,9,23,30,49
2023-04-23,7,10,35,40,41,46
2023-04-25,19,20,22,30,38,49
2023-04-27,5,10,12,28,34,48
2023-04-30,4,7,8,30,40,47
2023-05-02,5,13,14,22,39,42
2023-05-04,13,14,33,35,38,47
2023-05-07,1,13,19,20,26,48
2023-05-09,5,12,20,37,38,49
2023-05-11,11,13,45,46,47,48
2023-05-14,19,20,28,29,43,49
2023-05-16,5,18,20,27,46,48
2023-05-18,7,19,23,29,33,46
2023-05-21,4,22,25,28,33,49
2023-05-23,2,7,37,40,43,46
2023-05-25,2,16,23,39,46,47
2023-05-28,3,7,15,29,43,48
2023-05-30,22,25,28,31,36,46
2023-06-01,14,22,27,40,41,45
2023-06-04,9,13,24,26,31,33
2023-06-06,11,14,18,35,43,44
2023-06-08,13,15,17,31,37,45
2023-06-11,8,10,18,21,29,48
2023-06-13,3,9,15,31,37,45
2023-06-15,3,19,22,32,42,45
2023-06-18,4,6,32,40,45,49
2023-06-20,7,20,29,35,39,42
2023-06-22,5,13,25,41,46,47
2023-06-25,4,28,31,43,48,49
