date,n1,n2,n3,n4,n5,n6
2026-01-03,6,13,24,33,42,45
2026-01-05,3,15,20,33,45,50
2026-01-07,19,34,37,38,41,44
2026-01-10,8,13,14,31,32,44
2026-01-12,7,9,11,36,43,47
2026-01-14,2,11,41,42,43,48
2026-01-17,7,19,23,34,40,49
2026-01-19,7,9,22,28,41,48
2026-01-21,3,25,28,34,48,55
2026-01-24,6,16,19,24,33,36
2026-01-26,1,7,19,37,41,51
2026-01-28,11,13,15,36,39,53
2026-01-31,10,15,20,21,37,54
2026-02-02,1,17,19,30,44,50
2026-02-04,33,38,43,45,49,54
2026-02-07,2,10,13,14,43,55
2026-02-09,2,26,31,39,44,47
2026-02-11,3,13,14,22,23,25
2026-02-14,22,24,41,42,44,48
2026-02-16,4,6,16,21,35,54
2026-02-18,10,14,28,37,41,51
2026-02-21,1,3,9,23,49,50
2026-02-23,5,20,23,33,35,45
2026-02-25,4,17,23,27,34,52
2026-02-28,6,8,14,27,28,51
2026-03-02,5,7,18,27,33,38
2026-03-04,13,33,42,44,47,50
2026-03-07,2,5,17,28,44,45
2026-03-09,8,9,19,20,32,38
2026-03-11,3,21,24,34,45,50
2026-03-14,5,22,24,33,42,48
2026-03-16,16,20,27,42,50,54
2026-03-18,5,6,15,17,53,55
2026-03-21,2,11,12,18,32,47
2026-03-23,10,14,26,33,42,43
2026-03-25,5,13,25,29,39,44
2026-03-28,1,5,18,19,21,51
2026-03-30,3,23,27,31,34,54
2026-04-01,17,19,32,42,50,55
2026-04-06,28,29,35,36,47,54
2026-04-08,9,13,17,23,24,40
2026-04-11,10,26,28,50,52,53
2026-04-13,24,39,40,50,51,54
2026-04-15,9,15,20,32,43,46
2026-04-18,4,9,15,25,31,54
2026-04-20,17,22,33,36,40,45
2026-04-22,30,32,43,44,46,51
2026-04-25,10,15,35,40,41,43
2026-04-27,12,19,20,21,43,51
2026-04-29,2,35,41,42,49,54
2026-05-02,2,10,17,33,37,48
2026-05-04,13,17,25,33,46,47
2026-05-06,5,22,24,27,40,55
2026-05-09,2,5,19,42,43,48
2026-05-11,7,20,32,40,46,52
2026-05-13,2,29,38,39,43,45
2026-05-16,6,9,19,39,46,48
2026-05-18,26,29,38,44,47,51
2026-05-20,8,9,10,27,41,45
2026-05-23,12,36,38,42,48,52
2026-05-25,18,23,33,42,48,55
2026-05-27,19,33,38,42,43,46
2026-05-30,9,19,21,22,37,39
2026-06-01,4,9,24,36,42,44
2026-06-03,2,3,19,42,46,53
2026-06-06,8,19,29,30,32,36
2026-06-08,1,7,15,24,43,50
2026-06-10,8,19,34,38,52,53
2026-06-13,16,21,22,26,43,50
2026-06-15,4,8,11,24,43,44
2026-06-17,1,31,37,46,48,55
2026-06-20,4,10,24,36,41,55
2026-06-22,18,23,32,35,37,53
2026-06-24,17,22,23,29,51,54
2026-06-27,27,31,32,33,38,49
2026-06-29,1,12,17,25,26,50
2026-07-01,6,26,32,42,44,46
2026-07-04,9,13,14,15,23,45
2026-07-06,4,18,25,42,49,55
2026-07-08,20,32,46,48,52,54
2026-07-11,31,38,39,42,44,47
2026-07-13,6,15,26,37,51,55
2026-07-15,3,9,13,20,33,48
2026-07-18,2,6,21,25,44,48
2026-07-20,3,14,20,23,29,40
2026-07-22,10,15,24,36,48,55
2026-07-25,2,5,12,20,26,50
2026-07-27,6,42,46,49,53,55
2026-07-29,4,9,14,23,33,46
2026-08-01,28,38,44,48,49,54
2026-08-03,2,5,17,34,44,53
2026-08-05,20,26,39,40,41,42
2026-08-08,10,12,24,36,52,55
2026-08-10,5,6,9,13,26,38
2026-08-12,8,21,36,43,46,53
2026-08-15,13,22,26,31,39,47
2026-08-17,3,4,20,24,38,50
2026-08-19,4,22,25,30,33,38
2026-08-22,4,11,16,20,27,50
2026-08-24,12,18,27,41,51,54
2026-08-26,6,9,12,24,32,50
