date,n1,n2,n3,n4,n5,n6
2023-10-31,3,9,29,36,40,41
2023-11-02,1,5,27,29,33,38
2023-11-04,5,6,7,11,26,34
2023-11-07,8,17,21,26,29,37
2023-11-09,3,5,7,16,38,39
2023-11-11,3,11,16,17,26,28
2023-11-14,1,8,12,18,21,28
2023-11-16,10,13,14,22,31,38
2023-11-18,7,18,20,21,35,36
2023-11-21,3,8,25,27,35,39
2023-11-23,6,14,18,26,31,32
2023-11-25,7,8,25,32,33,39
2023-11-28,5,7,23,35,37,41
2023-11-30,29,30,36,37,38,41
2023-12-02,15,22,26,29,30,31
2023-12-05,10,16,19,25,40,41
2023-12-07,2,11,12,16,18,33
2023-12-09,1,2,12,15,25,26
2023-12-12,2,4,5,17,22,42
2023-12-14,3,5,10,11,13,18
2023-12-16,14,27,31,34,38,42
2023-12-19,5,6,21,23,31,32
2023-12-21,7,13,20,23,30,41
2023-12-23,6,11,32,33,37,38
2023-12-26,1,7,8,9,17,32
2023-12-28,1,4,11,18,28,34
2023-12-30,5,9,11,12,18,35
