date,jackpot,winners
2024-01-03,589077406.0,0
2024-01-06,607174874.4,0
2024-01-08,622896835.6,0
2024-01-10,641452194.4,0
2024-01-13,662190965.2,0
2024-01-15,680374233.6,0
2024-01-17,698806269.2,1
2024-01-20,29700000.0,0
2024-01-22,29700000.0,0
2024-01-24,29700000.0,0
2024-01-27,29700000.0,0
2024-01-29,29700000.0,0
2024-01-31,29700000.0,0
2024-02-03,33375942.8,0
2024-02-05,37981889.8,0
2024-02-07,42532873.6,0
2024-02-10,47744365.2,0
2024-02-12,52353967.8,0
2024-02-14,56905207.2,0
2024-02-17,62425096.0,0
2024-02-19,67274931.6,0
2024-02-21,72157497.8,0
2024-02-24,77742342.4,0
2024-02-26,82609283.8,0
2024-02-28,88249297.4,0
2024-03-02,94399316.4,0
2024-03-04,100775894.0,0
2024-03-06,107449255.2,0
2024-03-09,114870471.2,0
2024-03-11,122101004.4,0
2024-03-13,129127399.6,0
2024-03-16,136633416.8,0
2024-03-18,143779619.6,0
2024-03-20,150825036.0,0
2024-03-23,158629540.4,0
2024-03-25,165979304.8,0
2024-03-27,173329628.0,0
2024-04-01,181072686.4,0
2024-04-03,188995550.8,0
2024-04-06,197317768.0,0
2024-04-08,205544690.0,0
2024-04-10,213638388.8,0
2024-04-13,222993453.2,1
2024-04-15,29700000.0,0
2024-04-17,29700000.0,0
2024-04-20,29700000.0,0
2024-04-22,29700000.0,0
2024-04-24,29700000.0,0
2024-04-27,29700000.0,0
2024-04-29,29700000.0,0
2024-05-01,29700000.0,0
2024-05-04,31913641.6,0
2024-05-06,35517504.8,0
2024-05-08,39164426.0,0
2024-05-11,42488189.4,0
2024-05-13,46017765.0,0
2024-05-15,49587955.2,0
2024-05-18,54082689.8,1
2024-05-20,29700000.0,0
2024-05-22,29700000.0,0
2024-05-25,29700000.0,0
2024-05-27,29700000.0,0
2024-05-29,29700000.0,0
2024-06-01,29700000.0,0
2024-06-03,29700000.0,0
2024-06-05,29700000.0,0
2024-06-08,30269164.6,0
2024-06-10,33597027.4,0
2024-06-12,36857649.8,0
2024-06-15,40181556.4,0
2024-06-17,44056367.0,0
2024-06-19,47995654.4,0
2024-06-22,51449130.0,0
2024-06-24,55340710.6,0
2024-06-26,59391991.0,0
2024-06-29,64050219.8,0
2024-07-01,68716179.6,0
2024-07-03,73425185.2,0
2024-07-06,78233877.8,0
2024-07-08,82749085.4,0
2024-07-10,87539344.2,0
2024-07-13,92670672.6,0
2024-07-15,97303082.6,0
2024-07-17,102554334.4,0
2024-07-20,108865514.0,0
2024-07-22,114292658.8,0
2024-07-24,118986416.0,0
2024-07-27,126109496.8,0
2024-07-29,132795763.2,0
2024-07-31,139747534.4,0
2024-08-03,147470185.6,0
2024-08-05,154622557.2,0
2024-08-07,162276656.4,0
2024-08-10,170636484.8,0
2024-08-12,178572597.6,0
2024-08-14,186636860.4,0
2024-08-17,195879359.6,0
2024-08-19,204508450.4,0
2024-08-21,213703130.4,0
2024-08-24,223817947.2,0
2024-08-26,232897483.6,0
2024-08-28,242108786.8,0
2024-08-31,252844192.8,0
2024-09-02,261596320.8,0
2024-09-04,270465084.0,0
2024-09-07,281263080.0,2
2024-09-09,29700000.0,0
2024-09-11,29700000.0,0
2024-09-14,29700000.0,0
2024-09-16,29700000.0,0
2024-09-18,29700000.0,0
2024-09-21,29700000.0,0
2024-09-23,29700000.0,0
2024-09-25,29700000.0,0
2024-09-28,30552370.6,0
2024-09-30,33617042.4,0
2024-10-02,36795367.6,0
2024-10-05,40549068.0,0
2024-10-07,44666938.2,0
2024-10-09,48768835.6,0
2024-10-12,52705374.6,0
2024-10-14,56834379.2,0
2024-10-16,61250505.4,0
2024-10-19,65887436.6,0
2024-10-21,70339447.0,0
2024-10-23,74263214.2,0
2024-10-26,79199947.4,0
2024-10-28,84234468.2,0
2024-10-30,90000000.0,0
2024-11-02,93999730.8,0
2024-11-04,98241926.4,0
2024-11-06,102574727.6,0
2024-11-09,108392002.8,0
2024-11-11,112854654.4,0
2024-11-13,118502380.0,1
2024-11-16,29700000.0,0
2024-11-18,29700000.0,0
2024-11-20,29700000.0,0
2024-11-23,29700000.0,0
2024-11-25,29700000.0,0
2024-11-27,29700000.0,0
2024-11-30,29700000.0,0
2024-12-02,30838842.6,0
2024-12-04,34913392.8,0
2024-12-07,38954484.6,0
2024-12-09,42980591.4,0
2024-12-11,47103149.0,0
2024-12-14,51312160.4,0
2024-12-16,55648009.0,1
2024-12-18,29700000.0,0
2024-12-21,29700000.0,0
2024-12-23,29700000.0,0
2024-12-25,202500000.0,0
2024-12-28,202500000.0,1
2024-12-30,29700000.0,0
