date,n1,n2,n3,n4,n5,n6
2025-01-01,38,42,44,45,50,55
2025-01-04,1,20,31,35,43,49
2025-01-06,10,11,21,23,27,38
2025-01-08,3,9,13,21,24,31
2025-01-11,6,18,22,25,28,44
2025-01-13,3,5,9,14,15,45
2025-01-15,13,20,21,31,32,50
2025-01-18,4,7,13,22,34,51
2025-01-20,2,21,28,32,40,47
2025-01-22,2,22,33,34,49,52
2025-01-25,3,22,23,30,32,45
2025-01-27,10,20,26,47,48,55
2025-01-29,17,27,29,30,43,48
2025-02-01,1,16,21,33,38,51
2025-02-03,1,2,18,19,35,48
2025-02-05,6,14,24,33,39,43
2025-02-08,7,20,31,36,37,49
2025-02-10,6,22,24,31,50,53
2025-02-12,7,9,32,43,47,54
2025-02-15,10,29,32,44,46,53
2025-02-17,10,11,41,45,49,54
2025-02-19,15,21,22,37,49,55
2025-02-22,4,23,31,33,45,47
2025-02-24,6,11,13,28,43,53
2025-02-26,14,22,28,34,51,53
2025-03-01,4,31,41,43,44,51
2025-03-03,2,4,11,28,46,49
2025-03-05,3,13,17,30,48,49
2025-03-08,23,30,33,41,42,55
2025-03-10,1,8,9,13,20,34
2025-03-12,7,9,13,17,24,35
2025-03-15,19,32,34,37,39,54
2025-03-17,6,12,34,41,44,50
2025-03-19,4,16,25,36,37,38
2025-03-22,4,12,24,29,32,40
2025-03-24,3,21,27,29,30,38
2025-03-26,19,21,33,43,44,52
2025-03-29,16,30,34,44,54,55
2025-03-31,8,11,29,42,45,50
2025-04-02,5,8,20,24,25,52
2025-04-05,9,10,20,36,38,55
2025-04-07,14,34,35,47,50,55
2025-04-09,13,16,19,31,36,45
2025-04-12,10,13,44,45,47,50
2025-04-14,14,41,46,47,49,51
2025-04-16,8,23,28,43,52,54
2025-04-21,3,7,9,26,30,50
2025-04-23,10,11,13,18,34,38
2025-04-26,6,11,36,42,47,53
2025-04-28,26,28,30,34,37,41
2025-04-30,19,27,43,44,48,55
2025-05-03,2,19,22,35,37,42
2025-05-05,1,23,24,27,31,53
2025-05-07,20,22,24,34,43,52
2025-05-10,9,28,31,40,42,51
2025-05-12,4,10,26,30,43,45
2025-05-14,4,17,21,25,42,51
2025-05-17,2,28,29,30,42,43
2025-05-19,20,23,28,31,33,51
2025-05-21,7,8,24,27,29,43
2025-05-24,2,7,16,21,27,49
2025-05-26,4,19,25,26,43,47
2025-05-28,17,21,47,49,51,54
2025-05-31,6,31,33,40,48,52
2025-06-02,2,12,26,29,36,51
2025-06-04,1,3,6,22,26,53
2025-06-07,2,6,9,17,19,42
2025-06-09,4,9,17,37,43,53
2025-06-11,25,26,32,36,44,46
2025-06-14,1,19,33,48,50,55
2025-06-16,14,28,32,36,45,49
2025-06-18,3,5,18,21,28,45
2025-06-21,2,5,6,8,22,45
2025-06-23,3,8,18,24,32,42
2025-06-25,1,2,7,11,37,41
2025-06-28,3,5,27,34,42,45
2025-06-30,3,18,24,36,46,54
2025-07-02,9,11,13,20,29,48
2025-07-05,3,29,36,42,49,55
2025-07-07,5,12,19,25,35,45
2025-07-09,5,11,13,27,40,52
2025-07-12,21,42,46,49,51,54
