date,n1,n2,n3,n4,n5,n6
2025-01-01,2,6,12,15,29,41
2025-01-03,14,22,25,27,31,34
2025-01-06,5,6,23,34,37,43
2025-01-08,8,16,32,37,44,45
2025-01-10,8,11,12,17,32,33
2025-01-13,4,5,24,36,39,40
2025-01-15,1,2,3,21,24,28
2025-01-17,3,6,7,14,15,32
2025-01-20,3,18,19,33,34,45
2025-01-22,17,27,32,39,42,45
2025-01-24,8,15,21,26,29,35
2025-01-27,27,35,39,43,44,45
2025-01-29,3,24,32,35,39,45
2025-01-31,1,8,9,11,15,33
2025-02-03,4,7,17,19,27,31
2025-02-05,7,8,11,13,20,40
2025-02-07,7,28,29,34,36,43
2025-02-10,10,15,16,24,38,39
2025-02-12,5,12,13,30,35,41
2025-02-14,6,10,11,15,21,32
2025-02-17,4,16,26,27,34,36
2025-02-19,6,10,18,21,24,35
2025-02-21,8,11,14,25,36,43
2025-02-24,6,7,20,21,34,45
2025-02-26,8,9,16,17,25,35
2025-02-28,1,2,4,9,17,39
2025-03-03,4,11,14,17,22,40
2025-03-05,2,3,11,24,36,41
2025-03-07,2,11,15,21,30,41
2025-03-10,4,10,18,22,30,33
2025-03-12,9,17,30,31,33,40
2025-03-14,1,16,22,31,33,34
2025-03-17,28,31,34,40,42,45
2025-03-19,4,23,34,38,39,44
2025-03-21,1,15,20,29,31,45
2025-03-24,1,14,17,18,19,38
2025-03-26,2,3,7,22,33,44
2025-03-28,3,7,28,37,39,42
2025-03-31,11,26,30,31,37,38
2025-04-02,8,29,34,35,39,40
2025-04-04,14,17,28,34,40,42
2025-04-07,5,6,25,26,32,42
2025-04-09,4,15,18,27,43,45
2025-04-11,5,7,22,24,25,28
2025-04-14,4,10,14,16,24,43
2025-04-16,1,5,28,29,42,44
2025-04-21,11,15,28,33,42,44
2025-04-23,14,16,21,25,30,33
2025-04-25,2,11,15,24,38,40
2025-04-28,8,23,30,39,43,44
2025-04-30,9,18,31,36,37,40
2025-05-02,12,21,25,35,36,37
2025-05-05,2,3,7,11,32,36
2025-05-07,3,4,7,26,39,41
2025-05-09,7,26,30,33,39,45
2025-05-12,21,27,34,37,41,44
2025-05-14,7,12,20,29,34,45
2025-05-16,8,21,33,41,42,43
2025-05-19,6,15,26,37,42,43
2025-05-21,10,18,19,23,25,28
2025-05-23,2,5,21,25,33,40
2025-05-26,1,5,6,17,29,40
2025-05-28,12,14,19,27,29,36
2025-05-30,1,4,17,24,26,30
2025-06-02,10,14,18,27,37,42
2025-06-04,4,10,28,29,30,42
2025-06-06,2,12,14,21,27,36
2025-06-09,2,8,15,18,28,32
2025-06-11,10,14,17,39,41,44
2025-06-13,3,7,12,13,30,35
2025-06-16,8,20,22,29,41,42
2025-06-18,5,8,15,29,31,44
2025-06-20,4,5,6,23,24,44
2025-06-23,12,18,19,23,36,42
2025-06-25,13,24,27,34,36,43
2025-06-27,2,12,24,25,42,43
2025-06-30,7,8,17,19,25,35
2025-07-02,7,15,16,38,42,44
2025-07-04,10,18,24,29,40,41
2025-07-07,1,6,7,12,38,42
2025-07-09,15,22,24,28,37,44
2025-07-11,8,24,25,27,33,35
2025-07-14,8,11,28,32,34,35
2025-07-16,6,12,24,30,35,44
2025-07-18,3,5,9,16,17,38
2025-07-21,9,20,39,42,44,45
2025-07-23,4,7,13,23,35,37
2025-07-25,5,14,27,29,36,41
2025-07-28,14,16,19,29,31,35
2025-07-30,5,17,24,25,29,40
2025-08-01,4,10,25,32,33,44
2025-08-04,5,16,24,28,33,34
2025-08-06,2,10,24,35,37,44
2025-08-08,1,2,4,6,28,41
2025-08-11,7,9,10,16,28,40
2025-08-13,2,8,30,34,36,41
2025-08-15,3,7,12,13,17,23
2025-08-18,4,14,16,19,35,42
2025-08-20,2,11,14,30,38,43
2025-08-22,6,17,20,33,40,42
2025-08-25,3,5,16,20,27,40
2025-08-27,25,27,35,37,39,44
2025-08-29,7,12,20,31,33,36
2025-09-01,3,15,27,33,36,38
2025-09-03,9,10,14,33,39,43
2025-09-05,4,18,25,31,34,41
2025-09-08,8,28,31,34,39,44
2025-09-10,3,5,20,31,38,42
2025-09-12,2,10,27,36,37,45
2025-09-15,9,20,21,30,43,44
2025-09-17,6,9,16,17,36,38
2025-09-19,3,26,33,39,40,41
2025-09-22,8,24,26,35,39,45
2025-09-24,10,15,23,29,32,42
2025-09-26,6,10,15,19,24,36
2025-09-29,12,14,20,23,30,40
2025-10-01,1,15,17,29,35,45
2025-10-03,1,6,17,25,34,42
2025-10-06,17,18,26,38,40,45
2025-10-08,1,17,22,25,28,42
2025-10-10,1,13,14,17,33,42
2025-10-13,16,18,19,35,38,41
2025-10-15,1,8,11,34,38,39
2025-10-17,1,6,18,23,25,43
2025-10-20,6,20,24,29,40,41
2025-10-22,4,5,8,10,25,42
2025-10-24,1,8,25,32,34,41
2025-10-27,3,4,9,17,21,40
2025-10-29,9,24,29,36,38,43
2025-10-31,8,15,27,33,42,45
2025-11-03,1,21,32,41,43,45
2025-11-05,9,25,28,32,34,45
2025-11-07,8,24,28,34,36,42
2025-11-10,6,17,23,27,31,38
2025-11-12,14,25,26,31,36,45
2025-11-14,4,14,16,22,23,36
2025-11-17,4,16,24,28,31,41
2025-11-19,5,13,24,27,29,33
2025-11-21,2,4,19,24,39,41
2025-11-24,14,17,20,25,28,41
2025-11-26,22,25,29,34,37,41
2025-11-28,1,5,18,19,31,37
2025-12-01,1,7,12,22,28,37
2025-12-03,1,5,19,29,31,45
2025-12-05,3,4,13,21,42,45
2025-12-08,4,8,10,19,30,38
2025-12-10,15,25,28,30,40,42
2025-12-12,6,10,20,24,25,27
2025-12-15,1,10,15,21,23,30
