date,n1,n2,n3,n4,n5,n6
2026-01-02,17,24,30,44,53,56
2026-01-04,19,20,37,50,51,52
2026-01-06,3,8,12,30,34,54
2026-01-09,15,23,30,33,53,57
2026-01-11,9,31,32,35,44,51
2026-01-13,11,28,33,43,44,45
2026-01-16,5,15,17,19,35,37
2026-01-18,2,3,22,38,55,56
2026-01-20,5,20,22,49,52,54
2026-01-23,8,13,19,21,25,33
2026-01-25,2,4,9,11,37,39
2026-01-27,6,7,25,27,46,50
2026-01-30,2,43,44,45,49,57
2026-02-01,17,20,23,28,30,55
2026-02-03,12,13,31,35,40,55
2026-02-06,6,11,28,34,37,50
2026-02-08,13,21,29,30,35,58
2026-02-10,26,29,31,35,37,54
2026-02-13,18,34,40,41,50,58
2026-02-15,23,26,33,52,56,57
2026-02-17,27,30,32,43,50,56
2026-02-20,28,48,51,53,56,58
2026-02-22,3,12,13,30,36,43
2026-02-24,26,27,30,41,47,49
2026-02-27,1,12,19,32,41,51
2026-03-01,7,23,31,33,47,57
2026-03-03,1,4,21,24,30,40
2026-03-06,6,13,26,34,37,54
2026-03-08,6,7,9,17,28,44
2026-03-10,2,26,35,42,51,58
2026-03-13,6,11,12,15,17,58
2026-03-15,36,37,42,51,54,57
2026-03-17,9,25,29,49,52,55
2026-03-20,19,20,23,34,37,47
2026-03-22,8,14,19,22,50,58
2026-03-24,12,16,18,20,48,50
2026-03-27,1,12,16,42,51,57
2026-03-29,9,28,34,45,49,52
2026-03-31,7,9,26,29,36,58
2026-04-05,8,22,32,33,40,53
2026-04-07,10,15,17,31,43,50
2026-04-10,6,14,24,38,50,57
2026-04-12,2,8,21,31,34,42
2026-04-14,9,19,20,22,30,58
2026-04-17,20,24,26,28,36,52
2026-04-19,13,15,33,40,50,58
2026-04-21,3,5,34,40,43,58
2026-04-24,21,27,36,37,42,47
2026-04-26,29,39,45,48,55,56
2026-04-28,9,32,33,39,45,47
2026-05-01,5,16,29,37,45,53
2026-05-03,15,17,32,36,51,53
2026-05-05,1,16,25,26,43,58
2026-05-08,2,8,20,35,51,54
2026-05-10,8,21,31,45,52,54
2026-05-12,16,25,28,36,50,56
2026-05-15,1,2,14,15,38,47
2026-05-17,16,35,37,39,45,52
2026-05-19,6,9,14,26,38,48
2026-05-22,16,20,28,33,40,45
2026-05-24,12,14,20,21,50,57
2026-05-26,2,11,12,16,46,55
2026-05-29,5,20,21,37,43,47
2026-05-31,3,9,39,43,47,53
2026-06-02,4,12,20,36,39,41
2026-06-05,7,13,20,27,31,45
2026-06-07,1,4,22,45,51,53
2026-06-09,7,23,41,42,44,56
2026-06-12,9,10,27,29,40,53
2026-06-14,3,17,25,30,43,57
2026-06-16,5,8,26,48,51,55
2026-06-19,8,11,20,43,45,53
2026-06-21,5,11,15,17,39,45
2026-06-23,4,21,39,40,41,52
2026-06-26,7,44,51,53,54,57
2026-06-28,1,3,5,8,46,56
2026-06-30,11,14,43,52,54,58
2026-07-03,8,15,25,27,54,56
2026-07-05,16,33,38,46,47,49
2026-07-07,22,29,43,50,57,58
2026-07-10,2,18,35,41,46,58
2026-07-12,4,11,18,34,38,43
2026-07-14,1,17,23,34,48,58
2026-07-17,10,32,41,43,54,56
2026-07-19,1,8,9,15,19,33
2026-07-21,17,28,30,31,47,49
2026-07-24,5,10,26,36,47,54
2026-07-26,7,11,30,33,44,50
2026-07-28,7,30,32,34,48,55
2026-07-31,11,15,18,36,52,54
2026-08-02,9,23,24,35,38,41
2026-08-04,7,13,14,35,46,55
2026-08-07,9,11,12,14,43,51
2026-08-09,9,10,11,20,34,40
2026-08-11,6,39,41,43,53,57
2026-08-14,10,12,22,23,28,33
2026-08-16,2,9,17,30,37,47
2026-08-18,1,12,19,36,43,44
2026-08-21,18,37,38,45,49,56
2026-08-23,5,29,33,34,41,43
2026-08-25,17,34,36,43,49,57
