date,n1,n2,n3,n4,n5,n6
2022-01-02,24,28,30,31,42,43
2022-01-04,14,20,22,27,39,40
2022-01-06,6,8,16,22,26,27
2022-01-09,8,18,44,46,47,49
2022-01-11,2,9,31,35,38,49
2022-01-13,3,7,13,28,41,47
2022-01-16,1,2,4,5,31,46
2022-01-18,3,7,21,36,46,47
2022-01-20,16,18,23,29,31,39
2022-01-23,4,6,12,33,38,46
2022-01-25,3,10,23,26,36,40
2022-01-27,12,14,24,31,36,39
2022-01-30,6,8,30,34,38,47
2022-02-01,12,16,26,39,41,44
2022-02-03,9,14,19,23,24,44
2022-02-06,3,16,17,29,35,36
2022-02-08,12,15,17,32,40,48
2022-02-10,5,15,29,32,37,38
2022-02-13,7,10,39,43,44,45
2022-02-15,8,13,29,33,34,38
2022-02-17,4,24,29,34,36,43
2022-02-20,1,11,14,19,39,43
2022-02-22,8,24,36,39,47,49
2022-02-24,3,16,27,40,42,46
2022-02-27,9,35,36,39,40,41
2022-03-01,1,8,22,34,37,40
2022-03-03,9,12,13,20,24,47
2022-03-06,12,13,17,22,30,41
2022-03-08,7,11,15,17,38,44
2022-03-10,21,28,33,34,41,49
2022-03-13,1,4,23,25,32,40
2022-03-15,8,17,21,28,32,49
2022-03-17,3,9,11,13,33,44
2022-03-20,2,4,6,9,12,17
2022-03-22,26,34,35,37,39,42
2022-03-24,12,14,22,30,32,49
2022-03-27,10,20,27,34,35,49
2022-03-29,10,18,25,31,35,37
2022-03-31,9,17,26,43,46,49
2022-04-03,2,17,37,47,48,49
2022-04-05,12,19,22,24,25,28
2022-04-07,1,2,24,26,30,38
2022-04-10,3,11,18,23,26,35
2022-04-12,7,8,16,17,18,47
2022-04-19,6,15,21,38,41,46
2022-04-21,7,20,26,27,36,48
2022-04-24,2,29,30,32,38,41
2022-04-26,13,15,17,27,28,29
2022-04-28,2,3,6,7,31,46
2022-05-01,4,29,30,31,35,38
2022-05-03,1,24,27,34,36,48
2022-05-05,18,27,29,39,42,45
2022-05-08,4,18,24,26,36,47
2022-05-10,5,13,17,43,44,48
2022-05-12,15,17,30,35,43,49
2022-05-15,7,18,23,28,37,47
2022-05-17,10,11,13,15,24,25
2022-05-19,19,23,39,42,43,48
2022-05-22,8,9,22,27,33,44
2022-05-24,2,22,25,32,33,38
2022-05-26,17,20,21,35,44,49
2022-05-29,13,34,38,40,44,45
