date,n1,n2,n3,n4,n5,n6
2024-01-02,4,7,10,14,22,29
2024-01-04,1,9,10,16,22,42
2024-01-06,9,10,14,21,30,34
2024-01-09,4,17,19,23,36,39
2024-01-11,5,9,19,20,26,34
2024-01-13,4,14,15,17,30,42
2024-01-16,3,7,18,22,29,30
2024-01-18,3,4,6,8,10,41
2024-01-20,4,10,24,28,33,42
2024-01-23,6,13,15,20,24,37
2024-01-25,5,10,26,28,31,40
2024-01-27,14,25,31,36,40,42
2024-01-30,4,16,19,20,38,40
2024-02-01,3,13,14,19,31,35
2024-02-03,4,9,18,23,26,33
2024-02-06,14,20,23,27,28,31
2024-02-08,2,10,20,22,23,27
2024-02-10,7,11,13,16,27,37
2024-02-13,11,13,17,19,23,31
2024-02-15,4,9,20,22,28,38
2024-02-17,5,9,13,14,18,29
2024-02-20,1,11,16,17,22,29
2024-02-22,5,7,17,21,22,36
2024-02-24,1,12,19,27,32,40
2024-02-27,26,31,32,39,40,41
2024-02-29,3,5,21,30,33,41
2024-03-02,2,3,4,17,35,36
2024-03-05,3,18,24,35,40,41
2024-03-07,3,10,12,28,29,37
2024-03-09,2,12,17,21,24,30
2024-03-12,5,8,20,23,28,34
2024-03-14,7,9,30,32,33,41
2024-03-16,15,17,22,28,30,31
2024-03-19,7,9,11,14,18,27
2024-03-21,7,9,10,12,13,14
2024-03-23,4,22,31,35,37,39
2024-03-26,12,17,23,27,30,40
2024-04-02,1,9,21,24,33,42
2024-04-04,6,26,31,36,39,40
2024-04-06,3,6,8,25,28,33
2024-04-09,5,6,12,18,28,37
2024-04-11,2,8,12,37,41,42
2024-04-13,13,26,33,39,40,42
2024-04-16,18,26,31,34,35,41
2024-04-18,4,10,15,18,28,35
2024-04-20,14,26,29,31,39,40
2024-04-23,8,14,23,31,34,36
2024-04-25,8,14,31,35,37,41
2024-04-27,2,6,10,13,19,30
2024-04-30,5,8,10,24,37,41
2024-05-02,1,2,4,23,25,39
2024-05-04,5,16,30,37,38,41
2024-05-07,2,4,5,7,9,25
2024-05-09,6,13,15,16,18,33
2024-05-11,10,14,17,22,24,36
2024-05-14,15,17,19,26,36,39
2024-05-16,3,5,11,22,23,24
2024-05-18,8,10,24,25,36,39
2024-05-21,9,10,11,34,36,39
2024-05-23,21,24,26,29,37,38
