date,n1,n2,n3,n4,n5,n6
2022-01-04,1,8,11,12,16,18
2022-01-06,1,7,9,12,23,24
2022-01-08,15,18,22,25,32,41
2022-01-11,3,25,28,31,35,36
2022-01-13,7,14,15,18,27,33
2022-01-15,10,16,18,28,29,32
2022-01-18,16,19,23,30,36,38
2022-01-20,5,7,15,17,20,33
2022-01-22,8,9,15,34,35,36
2022-01-25,6,20,24,26,35,39
2022-01-27,3,8,12,27,28,36
2022-01-29,14,19,27,33,35,42
2022-02-01,4,6,15,18,20,34
2022-02-03,17,18,24,30,32,33
2022-02-05,9,15,20,22,23,30
2022-02-08,8,18,19,23,28,39
2022-02-10,13,15,26,37,38,39
2022-02-12,7,12,15,24,25,32
2022-02-15,4,5,23,26,37,41
2022-02-17,1,2,14,24,38,39
2022-02-19,17,21,29,30,31,37
2022-02-22,3,6,13,19,21,30
2022-02-24,3,6,12,15,20,29
2022-02-26,2,10,15,16,28,37
2022-03-01,11,14,16,18,24,42
2022-03-03,10,28,30,31,33,40
2022-03-05,11,18,33,34,36,39
2022-03-08,12,15,28,32,36,42
2022-03-10,10,13,18,22,28,35
2022-03-12,3,18,19,24,25,41
2022-03-15,6,14,18,30,32,40
2022-03-17,1,5,7,20,22,25
2022-03-19,8,17,18,19,20,33
2022-03-22,7,17,34,36,40,41
2022-03-24,7,23,30,36,37,42
2022-03-26,14,25,26,35,39,41
2022-03-29,4,8,20,26,35,37
2022-03-31,16,17,19,27,33,36
2022-04-02,16,18,19,25,34,38
2022-04-05,4,5,22,31,34,37
2022-04-07,22,25,27,33,36,42
2022-04-09,7,9,14,16,27,31
2022-04-12,2,3,4,5,26,28
2022-04-19,8,10,11,26,29,30
2022-04-21,3,7,12,29,35,36
2022-04-23,2,21,22,28,37,39
2022-04-26,10,15,17,18,24,33
2022-04-28,6,24,25,33,39,42
2022-04-30,4,17,21,25,33,39
2022-05-03,7,10,19,20,22,40
2022-05-05,4,7,9,19,23,41
2022-05-07,8,14,16,22,24,37
2022-05-10,2,7,13,18,28,37
2022-05-12,2,10,15,20,33,37
2022-05-14,10,18,19,25,31,33
2022-05-17,8,13,15,22,33,37
2022-05-19,3,8,18,24,34,40
2022-05-21,8,32,34,35,36,37
2022-05-24,11,12,13,26,29,34
2022-05-26,4,18,19,29,34,41
2022-05-28,9,11,13,17,23,30
2022-05-31,2,7,20,21,25,29
2022-06-02,3,13,14,28,36,37
2022-06-04,2,4,7,22,24,35
2022-06-07,9,13,22,36,38,42
2022-06-09,1,18,24,33,36,39
2022-06-11,2,20,22,27,34,40
2022-06-14,1,6,21,38,41,42
2022-06-16,13,18,25,31,33,41
2022-06-18,8,11,15,23,33,36
2022-06-21,6,7,12,14,17,18
2022-06-23,5,6,13,24,39,40
2022-06-25,4,14,24,27,39,40
2022-06-28,8,18,23,26,29,31
2022-06-30,13,14,18,20,31,38
2022-07-02,1,9,10,15,17,35
2022-07-05,6,11,17,18,29,31
2022-07-07,8,9,10,13,41,42
2022-07-09,2,3,13,18,26,27
2022-07-12,8,9,12,31,33,35
2022-07-14,2,3,8,13,15,42
2022-07-16,4,8,31,32,38,41
2022-07-19,9,12,14,16,18,36
2022-07-21,7,10,16,19,21,40
2022-07-23,5,11,17,21,23,25
2022-07-26,2,5,24,30,32,37
2022-07-28,8,15,22,25,26,37
2022-07-30,11,12,14,15,32,33
2022-08-02,1,14,18,26,27,29
2022-08-04,1,12,21,23,29,32
2022-08-06,4,5,20,31,37,39
2022-08-09,3,15,19,33,40,42
2022-08-11,2,18,19,26,35,42
2022-08-13,12,20,24,26,39,41
2022-08-16,5,8,12,13,19,25
2022-08-18,5,7,12,18,25,33
2022-08-20,1,18,28,31,34,35
2022-08-23,12,14,23,28,33,36
2022-08-25,1,16,20,25,40,42
2022-08-27,18,21,23,25,32,33
2022-08-30,11,22,25,27,33,38
2022-09-01,6,7,10,15,18,36
2022-09-03,3,14,19,40,41,42
2022-09-06,4,13,21,30,36,42
2022-09-08,27,31,33,35,36,41
2022-09-10,2,11,19,23,31,34
2022-09-13,15,20,23,28,35,40
2022-09-15,4,21,23,25,32,41
2022-09-17,3,9,10,30,32,38
2022-09-20,9,17,18,21,27,31
2022-09-22,17,18,19,23,24,35
2022-09-24,5,13,14,15,24,27
2022-09-27,11,19,20,22,27,32
2022-09-29,17,26,34,37,38,40
2022-10-01,4,9,13,14,37,42
2022-10-04,6,29,32,35,38,40
2022-10-06,9,10,14,16,28,39
2022-10-08,12,23,32,33,39,42
2022-10-11,2,6,8,21,23,40
2022-10-13,6,19,20,31,35,39
2022-10-15,9,17,19,20,29,31
2022-10-18,4,5,27,35,37,42
2022-10-20,1,2,19,22,25,33
2022-10-22,3,20,22,31,34,39
2022-10-25,1,8,10,16,28,30
2022-10-27,1,3,9,19,24,40
2022-10-29,2,13,23,25,31,37
2022-11-01,7,8,9,36,37,39
2022-11-03,5,10,13,21,28,33
2022-11-05,8,14,25,29,31,32
2022-11-08,5,6,7,9,19,29
2022-11-10,15,17,31,32,40,41
2022-11-12,1,2,16,25,30,32
2022-11-15,4,13,16,28,36,40
2022-11-17,1,2,3,13,33,37
2022-11-19,14,19,28,29,34,36
2022-11-22,5,8,9,13,26,32
2022-11-24,25,27,30,33,36,40
2022-11-26,14,20,26,28,37,42
2022-11-29,15,16,18,19,37,38
2022-12-01,3,4,18,20,24,28
2022-12-03,9,10,19,22,32,34
2022-12-06,2,8,19,25,29,41
2022-12-08,9,10,11,22,29,39
2022-12-10,4,7,13,15,16,28
2022-12-13,2,3,30,31,33,34
2022-12-15,1,18,21,27,28,29
2022-12-17,3,4,17,23,38,41
2022-12-20,9,13,15,24,32,42
2022-12-22,5,8,16,19,33,41
2022-12-24,4,8,9,17,40,42
2022-12-27,3,10,16,26,37,42
2022-12-29,5,9,19,26,27,31
2022-12-31,1,3,7,17,21,27
