date,n1,n2,n3,n4,n5,n6
2022-06-20,14,17,18,23,25,32
2022-06-22,7,10,12,23,34,43
2022-06-24,3,10,13,16,25,28
2022-06-27,10,19,22,31,33,44
2022-06-29,7,10,22,36,39,42
2022-07-01,1,2,20,22,28,44
2022-07-04,4,6,7,21,33,40
2022-07-06,7,13,29,35,37,38
2022-07-08,11,13,28,39,40,41
2022-07-11,8,16,20,27,28,43
2022-07-13,12,17,19,23,30,32
2022-07-15,2,4,26,33,35,37
2022-07-18,6,13,17,39,40,45
2022-07-20,2,11,23,24,38,45
2022-07-22,11,15,16,20,30,41
2022-07-25,7,9,11,12,32,40
2022-07-27,7,9,10,18,30,32
2022-07-29,7,8,14,30,41,44
2022-08-01,13,15,17,26,31,41
2022-08-03,3,10,19,33,37,45
2022-08-05,13,18,23,28,30,31
2022-08-08,1,7,29,32,39,42
2022-08-10,15,18,19,20,27,41
2022-08-12,1,3,9,19,23,28
2022-08-15,15,19,34,36,37,41
2022-08-17,1,4,11,15,22,44
2022-08-19,15,19,27,36,37,43
2022-08-22,8,10,20,30,33,34
2022-08-24,18,30,36,37,40,45
2022-08-26,2,10,12,25,28,34
2022-08-29,17,19,21,24,26,38
2022-08-31,2,4,16,27,35,40
2022-09-02,9,21,27,38,42,44
2022-09-05,4,10,12,16,36,39
2022-09-07,4,5,10,11,24,31
2022-09-09,10,12,20,29,32,39
2022-09-12,3,14,16,19,26,37
2022-09-14,10,11,28,30,40,41
2022-09-16,12,17,22,30,41,42
2022-09-19,17,18,20,22,25,41
2022-09-21,1,20,26,31,39,42
2022-09-23,7,21,24,34,38,44
2022-09-26,16,22,25,30,38,43
2022-09-28,9,16,22,25,31,34
2022-09-30,3,16,18,31,32,33
2022-10-03,4,21,36,38,44,45
2022-10-05,3,9,21,23,40,43
2022-10-07,4,21,30,34,35,39
2022-10-10,3,6,19,20,25,35
2022-10-12,4,6,10,18,31,39
2022-10-14,1,8,10,15,17,38
2022-10-17,3,11,19,24,30,35
2022-10-19,11,13,25,31,35,37
2022-10-21,11,22,34,35,40,41
2022-10-24,4,13,14,18,27,44
2022-10-26,2,7,25,31,35,41
2022-10-28,7,8,11,13,24,39
2022-10-31,2,13,27,30,42,43
2022-11-02,3,6,7,11,17,42
2022-11-04,2,7,11,13,16,19
2022-11-07,3,10,19,31,38,41
2022-11-09,1,2,6,12,26,34
2022-11-11,1,2,8,21,26,41
2022-11-14,5,9,37,40,41,44
2022-11-16,9,13,19,22,38,41
2022-11-18,1,3,23,26,29,33
2022-11-21,4,8,22,30,39,42
2022-11-23,3,10,17,19,32,41
2022-11-25,4,8,12,14,22,33
2022-11-28,6,19,21,25,38,42
2022-11-30,4,11,26,39,40,42
2022-12-02,7,14,31,33,40,43
2022-12-05,17,25,30,35,38,45
2022-12-07,7,11,23,26,31,43
2022-12-09,1,14,17,19,25,35
2022-12-12,9,11,15,21,30,40
2022-12-14,2,7,11,17,30,38
2022-12-16,6,9,15,21,30,36
2022-12-19,4,8,9,11,14,19
2022-12-21,4,13,25,31,35,43
2022-12-23,1,3,11,12,17,21
2022-12-26,6,8,11,36,39,42
2022-12-28,8,10,11,18,34,38
2022-12-30,3,14,27,28,34,40
