date,n1,n2,n3,n4,n5,n6
2023-01-02,30,32,33,41,43,54
2023-01-04,2,7,8,19,44,49
2023-01-07,13,19,27,33,39,44
2023-01-09,7,11,23,30,35,55
2023-01-11,7,18,29,39,43,52
2023-01-14,1,6,15,34,47,51
2023-01-16,13,16,36,37,44,47
2023-01-18,4,15,21,30,48,52
2023-01-21,3,10,11,13,23,44
2023-01-23,4,7,26,27,33,49
2023-01-25,27,30,33,40,44,51
2023-01-28,4,10,14,28,34,46
2023-01-30,3,15,16,27,35,51
2023-02-01,6,8,23,40,41,45
2023-02-04,1,3,8,12,17,35
2023-02-06,4,21,24,38,40,46
2023-02-08,19,27,29,32,43,45
2023-02-11,4,21,23,25,27,53
2023-02-13,15,17,38,40,42,51
2023-02-15,7,15,22,25,44,54
2023-02-18,3,14,16,41,44,55
2023-02-20,5,8,15,19,20,28
2023-02-22,13,17,27,33,34,50
2023-02-25,29,31,32,41,44,46
2023-02-27,1,5,8,9,30,52
2023-03-01,8,17,26,37,41,49
2023-03-04,2,23,24,40,48,53
2023-03-06,6,9,14,15,29,38
2023-03-08,11,22,36,42,48,55
2023-03-11,3,12,26,29,45,51
2023-03-13,6,15,16,21,25,29
2023-03-15,1,6,24,39,40,53
2023-03-18,3,10,14,26,43,54
2023-03-20,7,22,34,38,50,51
2023-03-22,19,21,25,38,49,50
2023-03-25,3,8,22,31,49,53
2023-03-27,15,28,36,38,43,47
2023-03-29,23,26,29,34,41,45
2023-04-01,5,28,33,42,47,49
2023-04-03,21,25,33,34,37,55
2023-04-05,5,6,15,18,22,43
2023-04-10,23,24,25,28,30,36
2023-04-12,7,9,10,18,28,55
2023-04-15,14,19,20,35,41,51
2023-04-17,13,23,27,29,53,54
2023-04-19,2,13,20,44,45,52
2023-04-22,2,5,9,41,51,53
2023-04-24,11,21,26,44,45,51
2023-04-26,2,5,9,14,33,48
2023-04-29,4,13,17,23,37,53
2023-05-01,2,3,11,31,43,51
2023-05-03,3,4,19,28,34,46
2023-05-06,4,14,16,24,26,47
2023-05-08,1,14,15,33,43,45
2023-05-10,4,6,8,12,17,42
2023-05-13,9,16,36,43,46,51
2023-05-15,2,15,16,18,24,29
2023-05-17,8,15,18,27,37,46
2023-05-20,1,20,26,33,43,53
2023-05-22,9,12,18,28,32,50
2023-05-24,10,18,30,42,48,54
2023-05-27,2,8,15,19,40,45
2023-05-29,15,24,33,39,47,48
2023-05-31,2,27,39,49,53,55
2023-06-03,1,4,13,34,37,51
2023-06-05,1,6,9,11,17,28
2023-06-07,2,17,20,22,29,39
2023-06-10,5,10,19,27,28,33
2023-06-12,22,23,41,42,49,54
2023-06-14,5,14,27,30,34,42
2023-06-17,15,18,19,25,34,43
2023-06-19,13,15,19,20,24,43
2023-06-21,4,11,18,36,43,51
2023-06-24,10,11,18,23,33,39
2023-06-26,1,10,28,30,35,48
2023-06-28,6,37,41,45,47,48
2023-07-01,15,21,26,30,35,48
2023-07-03,20,22,30,33,52,54
2023-07-05,1,5,11,26,27,44
2023-07-08,2,12,24,42,43,48
2023-07-10,19,28,35,38,40,52
2023-07-12,12,17,19,25,32,36
2023-07-15,21,23,30,34,46,48
2023-07-17,1,11,23,35,42,55
2023-07-19,17,22,28,47,48,55
2023-07-22,3,15,23,28,38,49
2023-07-24,20,36,47,49,52,55
2023-07-26,2,3,6,13,21,54
2023-07-29,1,3,11,17,19,24
2023-07-31,11,15,23,27,34,36
2023-08-02,4,8,17,38,43,46
2023-08-05,2,15,16,25,33,43
2023-08-07,1,13,18,43,51,53
2023-08-09,1,2,6,16,34,38
2023-08-12,24,26,43,45,54,55
2023-08-14,3,4,7,20,22,33
2023-08-16,6,7,11,12,15,49
2023-08-19,4,9,14,31,39,41
2023-08-21,1,14,23,25,26,28
2023-08-23,7,12,18,28,29,50
2023-08-26,1,28,30,33,34,42
2023-08-28,7,17,39,41,46,51
2023-08-30,4,6,12,43,48,55
2023-09-02,2,4,10,17,35,51
2023-09-04,6,12,40,45,50,55
2023-09-06,2,9,46,48,50,55
2023-09-09,11,32,39,42,44,54
2023-09-11,12,24,29,31,52,54
2023-09-13,4,11,13,23,45,46
2023-09-16,9,11,24,27,44,49
2023-09-18,2,9,22,26,30,49
2023-09-20,3,25,28,31,37,55
2023-09-23,11,17,22,39,45,52
2023-09-25,4,6,12,17,29,30
2023-09-27,18,20,21,34,35,36
2023-09-30,3,11,38,40,44,53
2023-10-02,2,4,25,44,47,54
2023-10-04,18,30,33,39,40,50
2023-10-07,17,29,30,46,50,54
2023-10-09,2,3,5,6,14,30
2023-10-11,7,14,20,37,43,47
2023-10-14,9,10,26,37,43,55
2023-10-16,2,11,25,30,38,48
2023-10-18,3,12,15,29,34,40
2023-10-21,4,21,39,42,44,49
2023-10-23,19,35,39,42,49,54
2023-10-25,11,24,27,49,50,51
2023-10-28,7,14,17,35,44,49
2023-10-30,14,32,44,47,52,54
2023-11-01,1,6,15,30,43,46
2023-11-04,18,20,24,26,33,47
2023-11-06,10,14,18,25,33,51
2023-11-08,1,21,32,33,52,54
2023-11-11,8,11,27,31,41,52
2023-11-13,2,19,35,41,48,54
2023-11-15,5,6,27,38,52,53
2023-11-18,8,32,42,49,50,52
2023-11-20,17,27,33,38,42,48
2023-11-22,2,6,10,17,23,51
2023-11-25,5,11,26,38,46,50
2023-11-27,10,11,19,32,40,51
2023-11-29,18,20,31,38,45,51
2023-12-02,9,11,29,30,32,46
2023-12-04,1,8,26,27,37,46
2023-12-06,4,6,26,32,46,52
2023-12-09,5,7,9,24,32,44
2023-12-11,1,3,9,33,41,55
2023-12-13,5,16,24,40,48,55
2023-12-16,6,9,20,24,25,28
2023-12-18,6,16,37,48,53,54
2023-12-20,32,35,41,44,50,51
2023-12-23,7,21,22,25,32,49
2023-12-27,5,12,27,43,51,54
2023-12-30,1,5,22,25,48,51
