date,n1,n2,n3,n4,n5,n6
2025-01-02,5,33,37,40,41,42
2025-01-04,2,5,6,24,36,41
2025-01-07,9,20,25,34,37,41
2025-01-09,4,16,22,25,32,34
2025-01-11,9,12,23,29,32,38
2025-01-14,3,12,16,31,34,37
2025-01-16,25,32,34,38,40,42
2025-01-18,9,13,14,33,40,42
2025-01-21,12,15,19,29,30,35
2025-01-23,12,16,19,20,27,40
2025-01-25,10,11,12,15,26,27
2025-01-28,10,11,14,22,28,31
2025-01-30,4,12,22,28,31,42
2025-02-01,8,15,18,27,29,38
2025-02-04,4,19,21,22,29,33
2025-02-06,6,12,13,23,36,37
2025-02-08,5,17,28,34,41,42
2025-02-11,9,13,17,19,24,36
2025-02-13,2,5,18,25,31,37
2025-02-15,2,8,12,14,32,33
2025-02-18,1,9,18,19,27,31
2025-02-20,1,11,26,29,31,36
2025-02-22,3,9,20,27,35,41
2025-02-25,17,22,29,31,34,35
2025-02-27,10,12,25,26,36,37
2025-03-01,4,7,22,31,33,36
2025-03-04,12,16,25,35,40,41
2025-03-06,3,7,34,35,41,42
2025-03-08,1,10,22,30,35,40
2025-03-11,6,8,9,13,21,35
2025-03-13,1,12,21,30,35,42
2025-03-15,1,4,17,21,22,41
2025-03-18,2,13,16,19,21,22
2025-03-20,2,3,14,15,33,36
2025-03-22,7,10,12,18,27,32
2025-03-25,10,14,21,35,36,40
2025-03-27,5,16,30,31,35,37
2025-03-29,2,5,7,8,21,37
2025-04-01,2,5,7,11,23,39
2025-04-03,14,15,16,27,39,42
2025-04-05,5,10,11,24,39,42
2025-04-08,3,20,25,28,35,41
2025-04-10,6,16,25,29,38,41
2025-04-12,6,10,18,22,25,27
2025-04-15,1,6,7,24,29,41
2025-04-22,12,13,14,35,36,40
2025-04-24,11,12,13,26,34,37
2025-04-26,3,4,18,30,38,40
2025-04-29,13,17,25,28,31,35
2025-05-01,8,11,19,34,40,42
2025-05-03,11,15,18,30,31,34
2025-05-06,6,9,14,24,39,40
2025-05-08,15,16,21,27,39,40
2025-05-10,1,11,12,32,38,42
2025-05-13,9,12,15,16,20,24
2025-05-15,6,8,14,21,22,24
2025-05-17,8,13,14,15,28,32
2025-05-20,3,13,16,20,23,34
2025-05-22,17,18,29,35,38,39
2025-05-24,10,22,24,35,40,42
2025-05-27,2,7,15,21,23,42
2025-05-29,10,12,14,24,27,31
2025-05-31,3,17,33,36,41,42
2025-06-03,3,5,11,14,22,23
2025-06-05,10,12,16,34,36,40
2025-06-07,3,21,22,31,32,33
2025-06-10,9,10,20,25,30,33
2025-06-12,5,13,14,25,30,42
2025-06-14,1,5,9,20,26,37
2025-06-17,4,6,17,18,30,41
2025-06-19,2,14,16,22,28,30
2025-06-21,4,11,17,30,31,33
2025-06-24,9,13,22,24,31,37
2025-06-26,2,5,18,23,24,25
2025-06-28,3,11,20,26,29,36
