date,jackpot,winners
2021-08-01,50932282.2,0
2021-08-03,53105608.0,0
2021-08-06,55006841.2,0
2021-08-08,56801116.8,0
2021-08-10,58558636.2,0
2021-08-13,60876694.4,0
2021-08-15,62826026.4,0
2021-08-17,64881623.4,0
2021-08-20,67248568.8,0
2021-08-22,70020779.6,0
2021-08-24,72938558.6,0
2021-08-27,76867640.8,0
2021-08-29,80350332.2,0
2021-08-31,83976305.8,0
2021-09-03,88599433.4,0
2021-09-05,92692710.2,0
2021-09-07,96586921.4,0
2021-09-10,101205716.8,0
2021-09-12,105502286.0,0
2021-09-14,109973786.0,0
2021-09-17,115501193.6,0
2021-09-19,120481861.6,0
2021-09-21,125445668.8,0
2021-09-24,131333920.4,0
2021-09-26,136733662.0,0
2021-09-28,142003647.6,0
2021-10-01,148944172.4,0
2021-10-03,155093968.8,0
2021-10-05,161054996.4,0
2021-10-08,168558747.6,0
2021-10-10,175070668.4,0
2021-10-12,181276124.8,0
2021-10-15,188917798.4,0
2021-10-17,195992329.6,0
2021-10-19,203160211.2,0
2021-10-22,212014810.8,0
2021-10-24,219851606.8,0
2021-10-26,227573866.4,0
2021-10-29,237168101.6,0
2021-10-31,245552834.0,0
2021-11-02,253420874.4,0
2021-11-05,264557261.2,0
2021-11-07,274639689.6,0
2021-11-09,284504617.2,0
2021-11-12,295959594.8,0
2021-11-14,306614551.2,0
2021-11-16,318822874.8,0
2021-11-19,334370239.6,0
2021-11-21,347383868.8,0
2021-11-23,360984981.6,0
2021-11-26,378750791.2,1
2021-11-28,49500000.0,0
2021-11-30,49500000.0,0
2021-12-03,49500000.0,0
2021-12-05,49500000.0,0
2021-12-07,49500000.0,0
2021-12-10,49500000.0,0
2021-12-12,49500000.0,0
2021-12-14,49500000.0,0
2021-12-17,49500000.0,0
2021-12-19,49500000.0,0
2021-12-21,49500000.0,0
2021-12-24,49500000.0,0
2021-12-26,49500000.0,0
2021-12-28,49500000.0,0
2021-12-31,51482998.0,0
