date,jackpot,winners
2026-01-01,86393934.3,0
2026-01-04,91996756.7,0
2026-01-06,97432130.7,0
2026-01-08,104548763.1,2
2026-01-11,15840000.0,0
2026-01-13,15840000.0,1
2026-01-15,15840000.0,1
2026-01-18,15840000.0,0
2026-01-20,15840000.0,0
2026-01-22,15840000.0,0
2026-01-25,15840000.0,0
2026-01-27,18196920.2,0
2026-01-29,21827053.8,0
2026-02-01,26094363.75,0
2026-02-03,29801761.84,0
2026-02-05,34512702.58,0
2026-02-08,38903429.56,0
2026-02-10,42401917.45,0
2026-02-12,47053715.16,0
2026-02-15,51672278.94,0
2026-02-17,55580313.8,0
2026-02-19,60336205.73,0
2026-02-22,65058018.25,0
2026-02-24,68974817.33,0
2026-02-26,73767003.45,0
2026-03-01,79105520.27,0
2026-03-03,83669465.41,0
2026-03-05,88820774.31,0
2026-03-08,94530914.78,0
2026-03-10,99658844.67,0
2026-03-12,105623506.83,0
2026-03-15,112171638.12,0
2026-03-17,117854307.91,0
2026-03-19,124187419.45,0
2026-03-22,131201705.31,0
2026-03-24,137337665.06,0
2026-03-26,144085930.99,0
2026-03-29,151405859.6,0
2026-03-31,157949154.16,0
2026-04-05,164359332.52,0
2026-04-07,171028544.44,1
2026-04-09,25000000.0,0
2026-04-12,25000000.0,0
2026-04-14,25000000.0,0
2026-04-16,25000000.0,0
2026-04-19,25000000.0,0
2026-04-21,25000000.0,0
2026-04-23,25000000.0,0
2026-04-26,27509805.53,0
2026-04-28,30227489.87,0
2026-04-30,33781767.72,0
2026-05-03,37460171.7,0
2026-05-05,40607323.57,1
2026-05-07,25000000.0,0
2026-05-10,25000000.0,1
2026-05-12,25000000.0,0
2026-05-14,25000000.0,0
2026-05-17,25000000.0,0
2026-05-19,25000000.0,0
2026-05-21,25000000.0,0
2026-05-24,25000000.0,1
2026-05-26,25000000.0,0
2026-05-28,25000000.0,0
2026-05-31,25000000.0,0
2026-06-02,25000000.0,0
2026-06-04,25000000.0,0
2026-06-07,25000000.0,0
2026-06-09,25000000.0,0
2026-06-11,25000000.0,0
2026-06-14,28161459.51,0
2026-06-16,30733975.33,0
2026-06-18,33840811.77,0
2026-06-21,37124132.84,0
2026-06-23,39677280.77,0
2026-06-25,42703181.17,0
2026-06-28,46214516.39,0
2026-06-30,48740361.17,0
2026-07-02,51969005.87,0
2026-07-05,55817497.63,0
2026-07-07,58966175.5,0
2026-07-09,63053297.45,0
2026-07-12,66952378.35,0
2026-07-14,70248761.21,0
2026-07-16,74564647.92,0
2026-07-19,78769119.71,0
2026-07-21,82277097.7,0
2026-07-23,86718438.59,0
2026-07-26,91161911.76,1
2026-07-28,25000000.0,0
2026-07-30,25069159.31,0
2026-08-02,25135988.04,0
2026-08-04,25187181.56,1
2026-08-06,25000000.0,0
2026-08-09,25059230.87,0
2026-08-11,25107811.3,0
2026-08-13,25165541.16,0
2026-08-16,25229356.15,0
2026-08-18,25278389.75,0
2026-08-20,25348447.93,0
2026-08-23,25413563.73,1
2026-08-25,25000000.0,0
2026-08-27,25065085.71,0
2026-08-30,25126923.9,0
2026-09-01,25178383.87,0
