date,n1,n2,n3,n4,n5,n6
2021-08-03,14,16,25,26,29,36
2021-08-05,7,8,11,19,29,33
2021-08-07,15,22,24,26,31,37
2021-08-10,2,10,12,15,29,41
2021-08-12,9,13,15,20,33,40
2021-08-14,2,14,17,22,32,42
2021-08-17,3,19,25,29,32,34
2021-08-19,4,11,15,20,26,33
2021-08-21,1,3,5,9,26,41
2021-08-24,5,8,9,17,34,42
2021-08-26,1,15,17,33,34,41
2021-08-28,2,17,21,25,29,41
2021-08-31,1,3,16,27,31,37
2021-09-02,7,14,15,23,35,40
2021-09-04,9,14,16,26,30,41
2021-09-07,1,2,7,25,30,40
2021-09-09,6,10,17,19,23,40
2021-09-11,7,15,19,34,35,41
2021-09-14,2,6,8,12,27,35
2021-09-16,2,12,13,28,31,33
2021-09-18,2,8,12,18,29,30
2021-09-21,20,24,34,36,40,42
2021-09-23,3,10,15,27,33,34
2021-09-25,7,9,15,17,34,35
2021-09-28,2,6,9,10,18,29
2021-09-30,7,8,11,23,28,40
2021-10-02,4,12,16,17,22,36
2021-10-05,10,15,18,24,27,36
2021-10-07,7,9,13,17,37,38
2021-10-09,12,18,19,28,30,33
2021-10-12,2,4,14,22,30,33
2021-10-14,3,15,16,23,25,32
2021-10-16,3,11,15,16,22,25
2021-10-19,16,25,26,28,32,39
2021-10-21,7,15,22,26,33,38
2021-10-23,1,3,7,19,41,42
2021-10-26,4,13,25,26,29,32
2021-10-28,4,9,14,25,28,37
2021-10-30,5,15,19,26,32,42
2021-11-02,4,15,20,29,30,36
2021-11-04,6,14,22,33,34,35
2021-11-06,4,8,22,24,27,29
2021-11-09,1,16,19,21,22,26
2021-11-11,15,16,21,25,35,38
2021-11-13,9,15,21,25,35,37
2021-11-16,4,17,27,31,34,35
2021-11-18,11,19,23,30,36,42
2021-11-20,1,10,12,15,17,38
2021-11-23,4,19,24,35,36,40
2021-11-25,2,13,21,28,38,41
2021-11-27,5,7,12,13,24,30
2021-11-30,1,9,10,14,31,33
2021-12-02,4,5,9,20,21,30
2021-12-04,4,8,11,19,21,42
2021-12-07,1,4,8,11,15,36
2021-12-09,3,11,18,28,38,39
2021-12-11,5,23,25,30,32,41
2021-12-14,2,5,6,17,23,28
2021-12-16,7,13,22,25,31,40
2021-12-18,8,10,17,29,35,39
2021-12-21,5,7,18,33,35,40
2021-12-23,3,8,12,13,15,27
2021-12-28,17,23,24,27,38,40
2021-12-30,2,13,14,29,32,41
