date,jackpot,winners
2023-01-02,19503337.0,1
2023-01-04,8910000.0,0
2023-01-06,8910000.0,0
2023-01-09,13374009.0,0
2023-01-11,17942381.6,0
2023-01-13,22853784.8,0
2023-01-16,28062057.8,0
2023-01-18,33413112.0,0
2023-01-20,38939521.6,0
2023-01-23,45306612.8,0
2023-01-25,51830237.0,0
2023-01-27,58640551.2,0
2023-01-30,65996314.6,0
2023-02-01,73481247.2,2
2023-02-03,8910000.0,0
2023-02-06,9028916.6,0
2023-02-08,13332936.4,0
2023-02-10,17906675.8,0
2023-02-13,22616692.2,0
2023-02-15,27302886.0,0
2023-02-17,32302097.4,0
2023-02-20,37251519.8,1
2023-02-22,8910000.0,0
2023-02-24,8910000.0,0
2023-02-27,11631365.6,2
2023-03-01,8910000.0,0
2023-03-03,8910000.0,0
2023-03-06,12171239.8,1
2023-03-08,8910000.0,0
2023-03-10,8910000.0,0
2023-03-13,12249552.0,0
2023-03-15,16644551.2,0
2023-03-17,21347907.0,0
2023-03-20,26299603.2,0
2023-03-22,31345719.8,0
2023-03-24,36522346.8,0
2023-03-27,42247790.2,0
2023-03-29,47996478.0,0
2023-03-31,54010257.6,0
2023-04-03,60618423.0,0
2023-04-05,67302457.2,0
2023-04-10,73769152.8,0
2023-04-12,80967403.2,0
2023-04-14,88604246.4,0
2023-04-17,96996141.0,0
2023-04-19,105579352.0,0
2023-04-21,114692979.6,0
2023-04-24,124970728.4,0
2023-04-26,135402270.4,0
2023-04-28,146353791.2,0
2023-05-01,157534732.4,0
2023-05-03,169766543.2,0
2023-05-05,182616914.8,0
2023-05-08,196065312.4,0
2023-05-10,209772953.6,0
2023-05-12,225248638.0,1
2023-05-15,8910000.0,0
2023-05-17,8910000.0,0
2023-05-19,12861234.2,0
2023-05-22,17256473.4,0
2023-05-24,21618284.0,0
2023-05-26,26074189.0,0
2023-05-29,31074476.2,0
2023-05-31,36212700.8,0
2023-06-02,41256521.6,1
2023-06-05,8910000.0,1
2023-06-07,8910000.0,1
2023-06-09,8910000.0,0
2023-06-12,8910000.0,0
2023-06-14,11726344.2,0
2023-06-16,16187759.2,0
2023-06-19,20651600.0,0
2023-06-21,25237880.0,0
2023-06-23,30316911.0,0
2023-06-26,35502637.6,1
2023-06-28,8910000.0,0
2023-06-30,8910000.0,0
2023-07-03,12913009.6,0
2023-07-05,17212938.8,0
2023-07-07,22063101.4,0
2023-07-10,27153722.8,0
2023-07-12,32004665.0,0
2023-07-14,36918981.8,0
2023-07-17,42900615.4,1
2023-07-19,8910000.0,0
2023-07-21,8910000.0,0
2023-07-24,11968794.8,0
2023-07-26,15784001.2,0
2023-07-28,19947753.6,0
2023-07-31,24717695.8,0
2023-08-02,29337617.0,0
2023-08-04,34379987.6,0
2023-08-07,39581247.6,0
2023-08-09,44869779.6,0
2023-08-11,50807683.6,0
2023-08-14,56890798.0,0
2023-08-16,63119481.6,0
2023-08-18,70247013.0,0
2023-08-21,77430278.4,0
2023-08-23,84909679.0,0
2023-08-25,93036829.8,0
2023-08-28,101344365.2,1
2023-08-30,8910000.0,0
2023-09-01,8910000.0,1
2023-09-04,8910000.0,0
2023-09-06,8910000.0,0
2023-09-08,11286958.6,0
2023-09-11,15456826.6,0
2023-09-13,19693106.0,0
2023-09-15,24107633.4,0
2023-09-18,28687710.8,0
2023-09-20,33297251.8,0
2023-09-22,38308420.2,0
2023-09-25,43846346.4,0
2023-09-27,49479090.4,0
2023-09-29,55335723.6,0
2023-10-02,61119311.2,0
2023-10-04,67396202.6,0
2023-10-06,74014064.4,0
2023-10-09,81039037.2,3
2023-10-11,8910000.0,0
2023-10-13,8910000.0,0
2023-10-16,12050940.0,0
2023-10-18,16200622.4,0
2023-10-20,20644286.4,0
2023-10-23,25357348.4,0
2023-10-25,30052036.2,2
2023-10-27,8910000.0,0
2023-10-30,89000000.0,0
2023-11-01,93168129.4,0
2023-11-03,99729945.4,0
2023-11-06,107506074.2,1
2023-11-08,8910000.0,0
2023-11-10,8910000.0,0
2023-11-13,12366793.0,0
2023-11-15,16797490.2,0
2023-11-17,21405153.8,0
2023-11-20,26404316.8,0
2023-11-22,31570206.8,0
2023-11-24,36501337.6,0
2023-11-27,42024785.2,1
2023-11-29,8910000.0,0
2023-12-01,8910000.0,0
2023-12-04,12739602.0,0
2023-12-06,17199369.8,0
2023-12-08,21612782.8,0
2023-12-11,26760341.6,0
2023-12-13,31860177.0,0
2023-12-15,37241369.8,1
2023-12-18,8910000.0,1
2023-12-20,8910000.0,0
2023-12-22,10788056.8,0
2023-12-27,16704803.0,0
2023-12-29,23333389.6,1
