date,jackpot,winners
2024-01-02,108072834.0,3
2024-01-04,5940000.0,0
2024-01-06,11505024.0,0
2024-01-09,16813380.4,1
2024-01-11,5940000.0,0
2024-01-13,11275227.4,0
2024-01-16,16483126.0,0
2024-01-18,23352786.8,0
2024-01-20,29725174.4,0
2024-01-23,35671619.8,0
2024-01-25,42814945.6,0
2024-01-27,49942011.2,0
2024-01-30,56638411.0,1
2024-02-01,5940000.0,1
2024-02-03,5940000.0,0
2024-02-06,7341411.4,1
2024-02-08,5940000.0,2
2024-02-10,5940000.0,0
2024-02-13,7083788.6,1
2024-02-15,5940000.0,0
2024-02-17,7488195.2,0
2024-02-20,10990641.6,1
2024-02-22,5940000.0,0
2024-02-24,7433279.4,0
2024-02-27,10877076.2,0
2024-02-29,15019736.8,1
2024-03-02,5940000.0,0
2024-03-05,6911094.6,0
2024-03-07,10592207.4,0
2024-03-09,14652151.4,1
2024-03-12,5940000.0,0
2024-03-14,6235745.0,0
2024-03-16,9756455.6,0
2024-03-19,12938209.6,1
2024-03-21,5940000.0,0
2024-03-23,6533007.8,0
2024-03-26,9522382.2,0
2024-04-02,12810391.4,0
2024-04-04,16401481.8,0
2024-04-06,20376806.4,0
2024-04-09,24266104.4,1
2024-04-11,5940000.0,0
2024-04-13,6656665.0,0
2024-04-16,9781677.6,0
2024-04-18,13359290.4,0
2024-04-20,17325372.2,0
2024-04-23,20833838.4,0
2024-04-25,24852065.6,0
2024-04-27,29251276.6,0
2024-04-30,33277262.2,0
2024-05-02,38018083.4,0
2024-05-04,43423295.8,0
2024-05-07,48422215.4,0
2024-05-09,54456731.0,0
2024-05-11,60816651.8,0
2024-05-14,67515447.6,0
2024-05-16,74759118.8,1
2024-05-18,5940000.0,0
2024-05-21,6519974.0,0
2024-05-23,9822688.6,0
2024-05-25,13279937.6,0
2024-05-28,16703853.8,0
2024-05-30,20514547.8,0
2024-06-01,24919744.4,0
2024-06-04,29076192.0,0
2024-06-06,33299521.2,0
2024-06-08,38497748.8,0
2024-06-11,43122562.2,0
2024-06-13,48048418.6,0
2024-06-15,53699200.0,0
2024-06-18,58728259.2,0
2024-06-20,64304470.0,0
2024-06-22,70440258.2,1
2024-06-25,5940000.0,0
2024-06-27,6094640.8,0
2024-06-29,9515634.6,0
2024-07-02,12588144.0,0
2024-07-04,16035120.8,0
2024-07-06,19961858.8,0
2024-07-09,23514246.2,0
2024-07-11,27450306.2,1
2024-07-13,5940000.0,0
2024-07-16,6122620.0,0
2024-07-18,9232098.2,0
2024-07-20,12725157.6,1
2024-07-23,5940000.0,0
2024-07-25,5940000.0,0
2024-07-27,8312777.4,0
2024-07-30,11274120.8,0
2024-08-01,14733011.6,1
2024-08-03,5940000.0,0
2024-08-06,5940000.0,0
2024-08-08,8972245.6,0
2024-08-10,12349317.2,0
2024-08-13,15597394.6,0
2024-08-15,19630380.0,1
2024-08-17,5940000.0,0
2024-08-20,5972481.2,0
2024-08-22,9045796.6,1
2024-08-24,5940000.0,0
2024-08-27,5940000.0,0
2024-08-29,8737975.2,0
2024-08-31,12318333.0,0
2024-09-03,15343853.6,0
2024-09-05,18683725.2,1
2024-09-07,5940000.0,0
2024-09-10,6018158.6,0
2024-09-12,8976466.2,0
2024-09-14,12530792.6,0
2024-09-17,15628343.6,0
2024-09-19,19033913.0,1
2024-09-21,5940000.0,0
2024-09-24,5940000.0,0
2024-09-26,8807065.6,0
2024-09-28,12309643.0,0
2024-10-01,15543772.6,0
2024-10-03,19593915.6,0
2024-10-05,23586438.4,0
2024-10-08,27484056.4,0
2024-10-10,32189447.0,0
2024-10-12,36652844.0,0
2024-10-15,41100807.8,0
2024-10-17,46546547.8,1
2024-10-19,5940000.0,1
2024-10-22,5940000.0,0
2024-10-24,5940000.0,0
2024-10-26,7828321.0,0
2024-10-29,90000000.0,0
2024-10-31,95568954.4,0
2024-11-02,101249078.0,0
2024-11-05,107852598.0,1
2024-11-07,5940000.0,0
2024-11-09,6627798.2,0
2024-11-12,9508486.2,0
2024-11-14,12825306.0,2
2024-11-16,5940000.0,0
2024-11-19,6240641.6,0
2024-11-21,9591316.2,0
2024-11-23,13275319.6,0
2024-11-26,16687823.8,1
2024-11-28,5940000.0,0
2024-11-30,6425379.6,0
2024-12-03,9445172.2,0
2024-12-05,12948567.8,0
2024-12-07,16730482.0,0
2024-12-10,20261390.0,0
2024-12-12,24300072.6,0
2024-12-14,28581049.4,1
2024-12-17,5940000.0,0
2024-12-19,6260269.0,0
2024-12-21,9805761.2,0
2024-12-24,12799653.4,0
2024-12-26,16891422.8,0
2024-12-28,21394368.4,0
2024-12-31,25351115.0,2
