date,jackpot,winners
2021-08-02,8910000.0,0
2021-08-04,11114277.8,0
2021-08-06,12684620.2,0
2021-08-09,14493497.6,0
2021-08-11,16300932.6,0
2021-08-13,18268193.0,0
2021-08-16,20285343.6,0
2021-08-18,22229513.6,0
2021-08-20,24320079.8,1
2021-08-23,8910000.0,0
2021-08-25,8910000.0,0
2021-08-27,8910000.0,0
2021-08-30,10335277.2,0
2021-09-01,13429152.6,0
2021-09-03,16479554.0,0
2021-09-06,19523910.2,0
2021-09-08,22060783.6,0
2021-09-10,24996261.8,0
2021-09-13,28312271.2,0
2021-09-15,31817270.0,0
2021-09-17,35206957.0,0
2021-09-20,38995601.2,0
2021-09-22,42878935.6,0
2021-09-24,46502069.4,0
2021-09-27,50728791.2,0
2021-09-29,54993929.6,1
2021-10-01,8910000.0,1
2021-10-04,8910000.0,0
2021-10-06,8910000.0,0
2021-10-08,8976831.8,0
2021-10-11,11834738.8,0
2021-10-13,14743936.8,0
2021-10-15,17871967.6,0
2021-10-18,21227807.6,0
2021-10-20,24530622.4,0
2021-10-22,28082748.8,0
2021-10-25,31618731.8,0
2021-10-27,35235440.6,1
2021-10-29,8910000.0,0
2021-11-01,8910000.0,0
2021-11-03,8910000.0,0
2021-11-05,12268535.2,0
2021-11-08,15589070.2,0
2021-11-10,18926816.6,0
2021-11-12,22608864.4,0
2021-11-15,26167834.2,0
2021-11-17,30072173.4,0
2021-11-19,34517767.6,0
2021-11-22,38586333.2,0
2021-11-24,42653691.0,0
2021-11-26,47588952.0,0
2021-11-29,52129044.8,0
2021-12-01,57707151.6,0
2021-12-03,63770476.8,0
2021-12-06,70385921.6,0
2021-12-08,76872728.0,0
2021-12-10,83757220.8,1
2021-12-13,8910000.0,0
2021-12-15,8910000.0,0
2021-12-17,10810664.8,0
2021-12-20,14252027.0,0
2021-12-22,17866234.2,0
2021-12-24,19989688.4,0
2021-12-27,23816905.6,0
2021-12-29,27879938.2,2
2021-12-31,8910000.0,0
